uuid;name;shortname;synonym-1;description;reference-term-source;reference-term-code;reference-term-relationship;class;datatype;is-set;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Extirpation of Finger Nail ;;Excision of Finger Nail (for Growth/ Paronychia/ Foreign body);Extirpation :(Taking or cutting out solid matter from a body part) of Finger Nail ;ICD10 PCS-BD;0HCQXZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Toe Nail ;;Excision of Toe Nail (for Growth/ Paronychia/ Foreign body);Extirpation :(Taking or cutting out solid matter from a body part) of Toe Nail ;ICD10 PCS-BD;0HCRXZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Scalp ;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Scalp ;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Scalp ;ICD10 PCS-BD;0JC00ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Face;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Face;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Face;ICD10 PCS-BD;0JC10ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Anterior Neck;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Anterior Neck;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Anterior Neck;ICD10 PCS-BD;0JC40ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Posterior Neck;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Posterior Neck;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Posterior Neck;ICD10 PCS-BD;0JC50ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Chest;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Chest;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Chest;ICD10 PCS-BD;0JC60ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Back;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Back;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Back;ICD10 PCS-BD;0JC70ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Abdomen;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Abdomen;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Abdomen;ICD10 PCS-BD;0JC80ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Buttock;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Buttock;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Buttock;ICD10 PCS-BD;0JC90ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Perineum;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Perineum;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Perineum;ICD10 PCS-BD;0JCB0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Pelvic Region;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Pelvic Region;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Pelvic Region;ICD10 PCS-BD;0JCC0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Right Upper Arm;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Right Upper Arm;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Right Upper Arm;ICD10 PCS-BD;0JCD0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Left Upper Arm;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Left Upper Arm;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Left Upper Arm;ICD10 PCS-BD;0JCF0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Right Lower Arm;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Right Lower Arm;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Right Lower Arm;ICD10 PCS-BD;0JCG0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Left Lower Arm;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Left Lower Arm;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Left Lower Arm;ICD10 PCS-BD;0JCH0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Right Hand;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Right Hand;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Right Hand;ICD10 PCS-BD;0JCJ0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Left Hand;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Left Hand;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Left Hand;ICD10 PCS-BD;0JCK0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Right Upper Leg;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Right Upper Leg;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Right Upper Leg;ICD10 PCS-BD;0JCL0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Left Upper Leg;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Left Upper Leg;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Left Upper Leg;ICD10 PCS-BD;0JCM0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Right Lower Leg;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Right Lower Leg;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Right Lower Leg;ICD10 PCS-BD;0JCN0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Left Lower Leg;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Left Lower Leg;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Left Lower Leg;ICD10 PCS-BD;0JCP0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia,Right Foot;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Right Foot;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia,Right Foot;ICD10 PCS-BD;0JCQ0ZZ;SAME-AS;Procedure;N/A;;;;;
;Extirpation of Subcutaneous Tissue and Fascia, Left Foot;;Excision of Subcutaneous Tissue and Fascia (for Growth/ Cyst/ Lipoma/ Foreign body) of Left Foot;Extirpation :(Taking or cutting out solid matter from a body part) of Subcutaneous Tissue and Fascia, Left Foot;ICD10 PCS-BD;0JCR0ZZ;SAME-AS;Procedure;N/A;;;;;
;Insertion of Contraceptive Device in Right Upper Arm;;Contraceptive Device in Right Upper Arm;Insertion: (Putting in a nonbiological appliance that monitors, assists, performs, or prevents a physiological function but does not physically take the place of a body part) of Contraceptive Device in Right Upper Arm;ICD10 PCS-BD;0JHD0HZ;SAME-AS;Procedure;N/A;;;;;
;Insertion of Contraceptive Device in Left Upper Arm;;Contraceptive Device in Left Upper Arm;Insertion: (Putting in a nonbiological appliance that monitors, assists, performs, or prevents a physiological function but does not physically take the place of a body part) of Contraceptive Device in Left Upper Arm;ICD10 PCS-BD;0JHF0HZ;SAME-AS;Procedure;N/A;;;;;
;Insertion of Contraceptive Device in Right Lower Arm;;Contraceptive Device in Right Lower Arm;Insertion: (Putting in a nonbiological appliance that monitors, assists, performs, or prevents a physiological function but does not physically take the place of a body part) of Contraceptive Device in Right Lower Arm;ICD10 PCS-BD;0JHG0HZ;SAME-AS;Procedure;N/A;;;;;
;Insertion of Contraceptive Device in Left Lower Arm;;Contraceptive Device in Left Lower Arm;Insertion: (Putting in a nonbiological appliance that monitors, assists, performs, or prevents a physiological function but does not physically take the place of a body part) of Contraceptive Device in Left Lower Arm;ICD10 PCS-BD;0JHH0HZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Scalp ;;Injury Repair, Scalp;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Scalp ;ICD10 PCS-BD;0JQ00ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Face;;Injury Repair, Face;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Face;ICD10 PCS-BD;0JQ10ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Anterior Neck;;Injury Repair, Anterior Neck;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Anterior Neck;ICD10 PCS-BD;0JQ40ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Posterior Neck;;Injury Repair, Posterior Neck;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Posterior Neck;ICD10 PCS-BD;0JQ50ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Chest;;Injury Repair, Chest;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Chest;ICD10 PCS-BD;0JQ60ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Back;;Injury Repair, Back;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Back;ICD10 PCS-BD;0JQ70ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Abdomen;;Injury Repair, Abdomen;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Abdomen;ICD10 PCS-BD;0JQ80ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Buttock;;Injury Repair, Buttock;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Buttock;ICD10 PCS-BD;0JQ90ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Perineum;;Injury Repair, Perineum;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Perineum;ICD10 PCS-BD;0JQB0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia, Pelvic Region;;Injury Repair, Pelvic Region;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia, Pelvic Region;ICD10 PCS-BD;0JQC0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Right Upper Arm;;Injury Repair, Right Upper Arm;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Right Upper Arm;ICD10 PCS-BD;0JQD0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Left Upper Arm;;Injury Repair, Left Upper Arm;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Left Upper Arm;ICD10 PCS-BD;0JQF0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Right Lower Arm;;Injury Repair, Right Lower Arm;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Right Lower Arm;ICD10 PCS-BD;0JQG0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Left Lower Arm;;Injury Repair, Left Lower Arm;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Left Lower Arm;ICD10 PCS-BD;0JQH0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Right Hand;;Injury Repair, Right Hand;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Right Hand;ICD10 PCS-BD;0JQJ0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Left Hand;;Injury Repair, Left Hand;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Left Hand;ICD10 PCS-BD;0JQK0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Right Upper Leg;;Injury Repair, Right Upper Leg;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Right Upper Leg;ICD10 PCS-BD;0JQL0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Left Upper Leg;;Injury Repair, Left Upper Leg;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Left Upper Leg;ICD10 PCS-BD;0JQM0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Right Lower Leg;;Injury Repair, Right Lower Leg;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Right Lower Leg;ICD10 PCS-BD;0JQN0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Left Lower Leg;;Injury Repair, Left Lower Leg;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Left Lower Leg;ICD10 PCS-BD;0JQP0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Subcutaneous Tissue and Fascia,Right Foot;;Injury Repair, Right Foot;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Subcutaneous Tissue and Fascia,Right Foot;ICD10 PCS-BD;0JQQ0ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Head Muscle ;;Injury Repair, Scalp Muscle ;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Head Muscle ;ICD10 PCS-BD;0KM00ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Facial Muscle;;Injury Repair, Facial Muscle;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Facial Muscle;ICD10 PCS-BD;0KM10ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Neck Muscle, Right;;Injury Repair, Neck Muscle, ;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Neck Muscle, Right;ICD10 PCS-BD;0KM20ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Neck Muscle, Left;;Injury Repair, Neck Muscle;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Neck Muscle, Left;ICD10 PCS-BD;0KM30ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Tongue, Palate, Pharynx Muscle ;;Injury Repair, Tongue, Palate, Pharynx Muscle ;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Tongue, Palate, Pharynx Muscle ;ICD10 PCS-BD;0KM40ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Shoulder Muscle, Right;;Injury Repair, Shoulder Muscle, Right;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Shoulder Muscle, Right;ICD10 PCS-BD;0KM50ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Shoulder Muscle, Left;;Injury Repair, Shoulder Muscle, Left;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Shoulder Muscle, Left;ICD10 PCS-BD;0KM60ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Upper Arm Muscle, Right;;Injury Repair, Upper Arm Muscle, Right;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Upper Arm Muscle, Right;ICD10 PCS-BD;0KM70ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Upper Arm Muscle, Left;;Injury Repair, Upper Arm Muscle, Left;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Upper Arm Muscle, Left;ICD10 PCS-BD;0KM80ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Lower Arm and Wrist Muscle, Right;;Injury Repair, Lower Arm and Wrist Muscle, Right;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Lower Arm and Wrist Muscle, Right;ICD10 PCS-BD;0KM90ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Lower Arm and Wrist Muscle, Left;;Injury Repair, Lower Arm and Wrist Muscle, Left;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Lower Arm and Wrist Muscle, Left;ICD10 PCS-BD;0KMB0ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Hand Muscle, Right;;Injury Repair, Hand Muscle, Right;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Hand Muscle, Right;ICD10 PCS-BD;0KMC0ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Hand Muscle, Left;;Injury Repair, Hand Muscle, Left;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Hand Muscle, Left;ICD10 PCS-BD;0KMD0ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Trunk Muscle, Right;;Injury Repair, Trunk Muscle, Right;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Trunk Muscle, Right;ICD10 PCS-BD;0KMF0ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Trunk Muscle, Left;;Injury Repair, Trunk Muscle, Left;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Trunk Muscle, Left;ICD10 PCS-BD;0KMG0ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Thorax Muscle, Right;;Injury Repair, Thorax Muscle, Right;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Thorax Muscle, Right;ICD10 PCS-BD;0KMH0ZZ;SAME-AS;Procedure;N/A;;;;;
;Reattachment of Thorax Muscle, Left;;Injury Repair, Thorax Muscle, Left;Reattachment:(Putting back in or on all or a portion of a separated body part to its normal location or other suitable location) of Thorax Muscle, Left;ICD10 PCS-BD;0KMJ0ZZ;SAME-AS;Procedure;N/A;;;;;
